text,label,technique
"Person1: You're out of your depth, Trautman. Way out.  I'm acting correctly here. Not you.  Not your gung-ho jungle ace.  It's over.  Walk away.
Person2: It's not over.  You made one mistake.
Person1: What that?",0,
"Person1: When are you going back?
Person2: I don't know.  Sometime.  Later. Listen, Rob, would you have sex with me?
Person1: What?
Person2: I want to feel something else than this.  It's either that or I go home and put my hand in the fire.  Unless you want to stub cigarettes out on my arm.
Person1: I've only got a couple left.  I'm saving them for later.
Person2: It'll have to be sex, then.",1,persuasion or seduction
"Person1: The plot thickens. It appears that Cecile has fallen for her music teacher.
Person2: Ooo, I'm sure Mrs. Caldwell will love that.
Person1: Not to mention Court Reynolds. Unfortunately, Ronald's moving with the speed of a Special Olympic Bobsledder.
Person2: What's your plan of attack?
Person1: I rat Cecile out to mommy. Mommy goes ballistic and ends their relationship. Boo hoo.
Person2: But who will they turn to for help?",0,
"Person1: Outrageous.  I won't let you take control of my company.
Person2: Sit down.  You'll be a billionaire.  Better than being broke.  I've got terrorists and other pharmaceutical companies standing in line.  Ball's in your court, Mr. McCloy.",0,
"Person1: It's been a week since I apologized. How can you still be mad at me?
Person2: Apologies don't instantly heal wounds, Dylan. It's the actions that follow.
Person1: I've been trying to make it up to you.
Person2: I know, but trust takes time to rebuild. Be patient.",0,
"Person1: Where's Sarah? Where are the boys?
Person2: Sit down, Jake.
Person1: Where are they?
Person2: Sit down!
Person1: No! What's going on? Where's my family?
Person2: It's over, Jake. It's all over.
Person1: Where have they gone?
Person2: Wake up! Stop playing with yourself. It's finished.",1,evasion
"Person1: You can.  You're full of ideas.  You just need to squeeze one out.
Person2: I can't...
Person1: You got till the count of three. Then you end up like him.",1,intimidation
"Person1: I'm opening the side door.  She'll step out.  But before she gets in your vehicle I want to see the first installment put down in plain view.  If it isn't there I'm shooting her in the back.
Person2: Are you trying to panic the women?
Person1: That's how it is.  You see her approaching you toss out installment one.
Person2: I'm tying it up in a bundle now. Where is she?",1,
"Person1: Where 're you going?
Person2: I'm not like you.
Person1: What...?
Person2: I'm not a dyke, okay, and we're not in love. We were just... I was just experimenting.",0,
"Person1: I'm a girl, I'm a girl, I'm a girl -
Person2: What did you say?
Person1: I'm a very sick girl.
Person2: Maybe I'd better go before I catch something.
Person1: I'm not that sick.
Person2: I have a very low resistance.
Person1: Look, Sugar, if you feel you're coming down with something, the best thing is a shot of whiskey.
Person2: You got some?
Person1: I know where to get some.  Don't move.",0,
"Person1: -- He killed people --
Person2: -- You know what Swayzak would do to the department if this got out? --
Person1: -- Stephen, this is bullshit --
Person2: -- What he would do to your dad's department? You gotta let me finish it --",0,
"Person1: Everyone knows what we look like, Dennis. We won't be able to hide.
Person2: Jesus, first Mars, now you.  You two need anti-depressants.",0,
"Person1: Don't look much like he could. You say he can fix a small engine like nobody's bidness.
Person2: He's a regular whiz at it. That's all he did when he was a kid.
Person1: Well, I ain't scared of him workin' here. You know me. I'm a church goin' man. Forgivin' man. When your time's up the Lord's gonna come git you. You seared of him, Scooter?",0,
"Person1: Man, all you gotta do is find a girl who looks just like her, nail her, and then dump her man, get her off your mind.
Person2: Your only mistake is that you didn't dump her first.  Diane Court is a showpony.  You need a stallion, my friend.  Walk with us and you walk tall.",0,
"Person1: You tell those guys they'll have to do one helluva lot better than that before I'll even say 'hi' to them.
Person2: Well, that's the State's offer. If you plead to possession and tell L.A.P.D. what they want to know, your bond will be set at one-thousand dollars. If you don't, L.A.P.D. will request one at twenty-five thousand based on your prior record and risk of flight. If you don't post it or don't know anyone who can, you'll spend six to eight weeks in County before your arraignment comes up.
Person1: Who's side are you on?
Person2: I beg your pardon?
Person1: What if I plead guilty?
Person2: And cooperate? You might get probation.
Person1: If I don't cooperate?
Person2: With the prior? You could get anywhere from a year to five depending on the judge. You want to think about it? You got two minutes before we're up.",0,
"Person1: ""You can't shoot 'em!"" I like that.  I bet she led you on good, didn't she?  Taking you up to the house to hang drapes. Oh that's a good one. Bet she had you hard as a rock wiggling her ass in your face.  I bet you just wanted to pull down her pants and hog her out. Then me busting in like some wild bear. Ha! Bet you had a fire going under you.
Person2: Like you don't know.
Person1: Mad like a dog in heat, I bet you were.  I can tell you got a temper on you.",1,shaming or belittlement
"Person1: Daddy, Buddy was up late last night reading little dirty comic books. Mother gave him a dose of castor oil and he cursed it, he took the Lords name in vain, then claimed he hadn't said it. He lied, Daddy.
Person2: You mustn't be a tattletale, dear. You mustn't be Delilah-ish and Jezebel-ish toward your brother, dear.
Person1: I'm only trying to help him, Mother.",1,
"Person1: Thank you, Cordell.
Person2: ...but will that satisfy you?
Person1: Why should you care?
Person2: It is not that I care for you--but that I posses an enquiring mind.  What will you do when I am gone?  When you have nothing to occupy your thoughts, save the memory of your own folly, and, more to the point, stupidity.
Person1: ARE YOU DONE?
Person2: Yes.
Person1: You don't wish to beg...?
Person2: Would that add to your mirth?
Person1: Explain in depth the plan we have for him.  Until tomorrow.",0,
"Person1: It's worse than war. It's worse than anywhere you've ever been.
Person2: I doubt it. I don't think prison's so bad you don't want to remember it...",0,
"Person1: What are you doing?  You're going to kill us!
Person2: No.  If anyone dies from a crash now, it'll be me.  But I can't die if Eugene and Isabella are still alive.  I'm last on Death's list.
Person1: Are you crazy?  What makes you think you'd survive?
Person2: What happened when Eugene tried to kill himself out of turn?
Person1: Six duds in a row.
Person2: And when it was Rory's turn to die, and Thomas was in the way?",1,rationalization
"Person1: Noah was my counselor in my freshman year.  That's probably where I got the idea for the icepick.  For my book. Funny how the subconscious works.  Hazel is my friend.
Person2: She wiped out her whole family.
Person1: Yes.  She's helped me understand homicidal impulse.
Person2: Didn't you study it in school?
Person1: Only in theory.  You know all about homicidal impulse, don't you, shooter?  Not in theory -- in practice.",0,
"Person1: Why did they do all this for goodness sake?--what were they after?
Person2: Total manipulation. I suppose you could say they wanted to subvert the Constitution, but they don't think along philosophical lines.
Person1: Talk about Segretti--
Person2: --don't concentrate on Segretti or you'll miss the overall scheme too.
Person1: There were more then.
Person2: Follow every lead--every lead goes somewhere--
Person1: --the Canuck letter--was that a White House operation--
Person2: --don't you miss the grand scheme too.
Person1: How grand?
Person2: Nationwide--my God, they were frightened of Muskie and look who got destroyed--they wanted to run against McGovern, and look who they're running against. They bugged, they followed people, false press leaks, fake letters, they canceled Democratic campaign rallies, they investigated Democratic private lives, they planted spies, stole documents, on and on-- don't tell me you think this was all the work of little Don Segretti.
Person1: And Justice and FBI know all this?
Person2: Yes, yes, everything. There were over fifty people employed by the White House and CREEP to ratfuck-- some of what they did is beyond belief.
Person1: Fifty ratfuckers directed by the White House to destroy the Democrats?
Person2: I was being cautious.  You can safely say more then fifty...",1,
"Person1: What makes you so sure this will work?
Person2: I told you. He already tried to contact me once. If you saw his face... He was desperate to tell me something. I owe him this.
Person1: I don't know...
Person2: Listen, either he wastes away as a pathetic vegetable or he can give what's left of his life to save hundreds of potential victims. He's a McDermott. I know what his choice would be.
Person1: I suppose you're right. But I still don't like it.",1,persuasion or seduction
"Person1: Thank you.
Person2: Look, I know this sounds corny, but whenever I feel like I can't go on I...  turn to Jesus and he helps me through the problem. Call me an anachronism, but -
Person1: Oh cut the shit, Kathryn.
Person2: Excuse me?
Person1: You heard me.
Person2: Who the hell do you think you are coming into my house and saying those things to me. My brother is dead, have some respect.
Person1: Kathryn, I know all about you and Sebastian.
Person2: Sebastian was a pathological liar. I wouldn't believe a word he -
Person1: I have his journal.
Person2: You what?
Person1: His journal. He sent it to me the day before he died. Everything about you is in it. The blow jobs, the hand jobs, the menages, your bout with bulimia, the affair you had with your guidance counselor and how he gave you... eww. Let's see, then there's your coke problem... You still keep it in your crucifix, don't you? It's all in there.
Person2: You didn't show it to anybody?
Person1: Actually, I was planning on running down to Kinkos. Do you think you could give me ride?
Person2: You can't do this to me. It could ruin me.
Person1: I know.",1,shaming or belittlement
"Person1: What do you want me to do?
Person2: Put in one of your fixes. Walt knows he's loused himself with the Church, but it's part of our plan to make him think he has the keys to the kingdom. Which he will think if you grease the skids for him.
Person1: I don't think I can give absolution to a man who's about to commit suicide. It's a mortal sin.
Person2: What is, Red, the intention or the act?
Person1: I believe it takes both. I'd have to look it up.
Person2: Just use common sense. Your job is preventing sin, and the way to do that is give him your best Cross Action.",1,persuasion or seduction
"Person1: You need to call your dad.
Person2: Leave us alone right now.
Person1: I've booked you a flight and packed you a bag.  You just need to get into a car and go.",0,
"Person1: What was that?  Did you hear that?
Person2: It's nothing.  My men take great delight in routing the enemy.  Don't trouble yourself, beauty.
Person1: It sounded like it came from the courtyard.
Person2: From the parapets most likely.  The men are amused by a battlefield entertainment of my own contriving.
Person1: Might we watch, too?
Person2: Later, beloved... Now I wish only to be with you...",1,persuasion or seduction
"Person1: Nobody wants any more killings; we all agree to that, correct?  That's good.  Now, Eric, you're gonna hand your prisoner over to us.
Person2: Screw you.
Person1: This isn't your concern.  It's over, here and now.",1,persuasion or seduction
"Person1: There is a way.
Person2: I knew it!
Person1: But it's impossible.
Person2: Why?
Person1: No, it wouldn't work, you couldn't, it's too--- if it didn't work you'd be swept into a singularity--- no, you'd never make it. Forget I mentioned it.",0,
"Person1: Okay, I know what I want this time.
Person2: Anything you need.
Person1: Yo' cousin, Craig.  Hook us up.
Person2: That's it?
Person1: Just tell him to come over here and talk to me.
Person2: And I can go free?
Person1: Go, fo' I change my mind.",1,intimidation
"Person1: I thought we both wanted the same things.
Person2: I've changed my mind.
Person1: You can't change your mind.",0,
"Person1: Well, the least we, his only buds in the world, can do is take him along with us tonight and give him one last curl before he starts serving his sentence.
Person2: Just for the record, I understood the last part of what you said, but for a while there you guys were making no sense whatsoever.
Person1: I was just explaining to Lex here what you and I already know. Just had to make it a little more complicated so he'd understand.",0,
"Person1: What do you mean?
Person2: I mean, it's a good story.
Person1: Shit. If you can't share your secrets with your friends, what kind of friend are you?
Person2: Exactly. Life just wouldn't be worth living, would it?",1,
"Person1: I wish you'd stop being playful.
Person2: Sorry.  It's the first time I've ridden ""piggy-back"" in years.
Person1: This isn't ""piggy-back.""
Person2: Of course it is.
Person1: You're crazy.
Person2: remember distinctly Father taking me for a ""piggy-back"" ride
Person1: And he carried you like this, I suppose.
Person2: Yes.
Person1: Your father didn't know beans about ""piggy-back"" riding.
Person2: My uncleMother's brotherhad four children . . . and I've seen them ride ""piggy-back.""
Person1: I don't think there's a ""piggy- back"" rider in your whole family. I never knew a rich man yet who was a good ""piggy-back"" rider.
Person2: That's silly.
Person1: To be a ""piggy-backer"" it takes complete relaxationa warm heartand a loving nature.
Person2: And rich people have none of those qualifications, I suppose.
Person1: Not a one.
Person2: You're prejudiced.
Person1: Show me a good ""piggy-back"" rider and I'll show you somebody that's human. Take Abraham Lincoln, for instancea natural ""piggy-backer.""  Where do you get off with your stuffed-shirt family?  Why, your father knew so much about ""piggy-back"" riding that he",0,
"Person1: Do you think she'll meet me in Rome?
Person2: I think Debbie Klein is a mediocre person with a good body.
Person1: Debbie is not mediocre and she has one of the great bodies of all time.
Person2: She's a jerk.
Person1: You're talking about the woman I love.
Person2: I'm talking about a girl you want to intimate, so give me a break.
Person1: Well, anyway, do you think she'll be there?
Person2: I don't know.
Person1: Rendezvous in Rome starring Jack Goodman and Debbie Klein. The love affair that shocked Europe! See torrid lovemaking at its most explicit! See Jack and Debbie expose their lust in the sacred halls of the Vatican! Never has the screen dared...
Person2: If you don't stop, I'm going to kill you.
Person1: I have to make love to her. It's very simple. She has no choice really.
Person2: It just fascinates me that you can spend so much energy on someone so dull.
Person1: It is impossible for a body like that to be dull.
Person2: We've known Debbie what, since the eighth grade? How many years of foreplay is that?
Person1: She says she 'likes me too much'.",1,shaming or belittlement
"Person1: Hello?
Person2: Where are you?  You're driving me crazy, waiting like this.  I want you in me now!",0,
"Person1: Detective Williams here. yeah. Tell him to go to Sergeant Milton. yeah, copy.  Well, Jeffrey, you found something which is very interesting to us. Very interesting. I know you must be curious to know more.  But. I'm afraid I'm going to have to ask you not only not to tell anyone about your find, but also not to ask more about the case. One day. when it's all sewed up, I'll let you know all the details. Right now, though. I can't.
Person2: I understand. I'm just real curious like you said.
Person1: I was the same way when I was you age. I guess that's what got me into this business.
Person2: It must be great.
Person1: And it's horrible too.  I'm sorry Jeffrey. That's the way it has to be. Anyway. I'm sure you do understand.",1,
"Person1: There you are. Take some cake, why don't you?
Person2: No, thank you.
Person1: One little piece of cake won't hurt you. Go ahead, take one. It's full of fruit...citron, cherries and ginger. It'll make you dream. Yes, wonderful dreams.",1,persuasion or seduction
"Person1: How long have I been here?
Person2: Three nights, two days. When is your rent coming up at the motel?
Person1: I don't know.  I'll go and sort it out today. Why don't you come?... We'll find a real room for me. You can pick it out, a tower on the strip.
Person2: There's no reason to blow all your money on a hotel room.
Person1: What do you mean?
Person2: What I mean is that you should bring your stuff over here. We're spending all this time together... what the heck!
Person1: Sera...
Person2: Let's face it, Ben, we're having fun here. I've never done so much talking in my life.
Person1: Me neither.
Person2: So! Let's dispense with the formalities. I want you here... now!
Person1: Sera you are crazy.
Person2: So... I'm not too concerned with long term plans.
Person1: Don't you think you'll get a little bored living with a drunk?
Person2: That is what I want. Why don't you go and get your stuff?
Person1: You haven't seen the worst of it. These last few days I've been very controlled. I knock things over... I throw up all the time.  Now I feel really good... You're like some kind of antidote that mixes the liquor and keeps me in balance, but that won't last forever. You'll get tired of it really quickly. Believe me.",1,
"Person1: You've got sand, for a maid.
Person2: Thank you, sir.
Person1: And how does a maid come to own a trinket such as that?  A family heirloom, perhaps?
Person2: Of course.  I didn't steal it, if that's what you mean.
Person1: No, no, nothing like that.  Very well.  You hand that over, we'll put your town to our rudder and ne'er return.
Person2: Can I trust you?
Person1: It's you who invoked the parlay! Believe me, Miss, you'd best hand it over, now ... or these be the last friendly words you'll hear!",1,intimidation
"Person1: Nobody else is going down but me, okay?
Person2: Hey. Bein' ballsy with your life now doesn't change what came before -- it's just stupid.
Person1: What, you think I'm doin' this to prove something?
Person2: You said it, not me. Let's just not let one bad call lead to another.
Person1: Thanks for the tip, Johns.",0,
"Person1: All right, lieutenant, give me a name and specifics, I'll have the X.O. file an action first thing in the morning.  A name?
Person2: It's you, sir.  And it started the day I came here.
Person1: Oh, really.
Person2: It's this double-standard, the separate quarters, the deferential treatment.  It's how you pulled out my chair and nearly served high tea the first time we met.
Person1: Because I was civil, now you're complaining.
Person2: I can't afford civility, sir.  How am I supposed to fit in with these guys when you've got me set up as an outsider?  Even if I make it under these rules, I still lose, because there'll always be a flag in my file -- ""Yeah, she made it, but...""  I mean, really -- why didn't you just issue me a goddamn petticoat to wear around the base?
Person1: Did you just have a brain-fart?
Person2: Pardon?
Person1: Did you just barge in here and curse at your base commander?  If so, I regard that as a bonafide brain- fart, and I resent it when people fart inside my home.
Person2: I think you've resented me from the start, sir.",1,
"Person1: You cannot stay here...I'm sorry.
Person2: You and I are going to move my father right now...to another room on another floor...Can you disconnect those tubes so we can wheel the bed out?
Person1: Absolutely not!  We have to get permission from the Doctor.
Person2: You've read about my father in the papers.  You've seen that no one's here to guard him.  Now I've just gotten word that men are coming to this hospital to kill him.  Believe me and help me.
Person1: We don't have to disconnect them, we can wheel the stand with the bed.",0,
"Person1: So...
Person2: So... I'm sorry. I've been a selfish shit and I'm sorry.
Person1: No, Billy. I'm the one who's been selfish and self-absorbed with all of my post traumatic stress.
Person2: You lost your mom...
Person1: But you're right -- enough is enough. I can't wallow in the grief process forever and I can't keep lying to myself about who my mom was.",0,
"Person1: Where the hell could they have gone!
Person2: What are you so worked up about jack? Forget them�we don't need them.
Person1: I want the girl.  I don't care about the rest--but a US congresswoman taken hostage will make for great copy. We'll make headlines all over the world...
Person2: You're crazy Richter--you know that?",0,
"Person1: And here's one from nice Mr. Zeiss. He says that...
Person2: Why are these all opened?
Person1: Well, they needed immediate answers, Frances. It's good manners and good sense. You shouldn't be bothering yourself with these right now.
Person2: Then why did you bring them?
Person1: It's your fan mail, little sister.
Person2: You kill me, Mama.
Person1: What?
Person2: Go on...",1,rationalization
"Person1: For a price.
Person2: Good God.
Person1: A small price.
Person2: I won't do your portion of kitchen cleanup.
Person1: No.
Person2: And I'm not covering for you when you sneak out to call Dominos.",0,
"Person1: Vada, he was giving you an easy out so you wouldn't have to write about your mother.
Person2: But I wanna write about her.
Person1: You're crazy, what was her big achievement? Did she invent gravity?
Person2: No-one invented gravity, it just exists.",1,shaming or belittlement
"Person1: How can I convince you to stop?
Person2: Go out with me.",1,
"Person1: Thank you.
Person2: Please accept my apology for not having done so sooner.
Person1: Apology accepted.  Now, on the matter of the specific targeting of officers during engagements, this is absolutely unacceptable.
Person2: That one is a bit more difficult.
Person1: Certainly you must know that in civilized warfare, officers in the field must not be accorded inappropriate levels of hostile attention.
Person2: And what are inappropriate levels of hostile attention?
Person1: Colonel, imagine the utter chaos that would result from un-led armies having at each other.  There must be gentlemen in command to lead and, when appropriate, restrain their men.
Person2: Restrain them from the targeting of civilians, including women and children?
Person1: That is a separate issue.
Person2: I consider them linked.
Person1: I beg to differ.  One is a command decision on your part.  The other represents nothing more than the occasional over-exuberance of field officers attempting to carry out their duty in difficult circumstances.
Person2: As long as your soldiers attack civilians, I will order the shooting of your officers at the outset of every engagement.  And my men are excellent marksmen.",0,
"Person1: Are you ready?
Person2: Will you call me later to talk about asking Walter for the shrink? And we can talk about - he said you have this crying problem or something?
Person1: Bye, Barry.",0,
"Person1: You know Rach, Discount Mart is having a sale on Halloween costumes.
Person2: No. Brady's working there till 6:00 today.
Person1: I know! Don't you want to talk to him?
Person2: I don't want to look pushy.
Person1: You won't look pushy.
Person2: Well I don't want to come on too strong. A guy hates a girl to come on strong. Fragile egos and all of that.
Person1: You won't come on too strong.
Person2: Well I don't want to seem desperate or anything.
Person1: Fact it Rach, you are desperate.  Your just going to go in and buy a costume for Jamie. Perfectly legit.
Person2: I don't know.
Person1: Well do I drop you off at the Discount Mart or the Dairy Queen?
Person2: Jamie?",0,
"Person1: I felt funny about it afterwards.  It's verboten, huh?  I thought since I did it for real the first time -- but I get you.  That's not the reason you're not coming?
Person2: Of course it's the reason.  It's terrible what you did.
Person1: We disagree on how God-awful it was.  Why don't you come with me and we can disagree and get a tan at the same time?
Person2: Jesus, if you're glib about this I'm going to lose it.  I was up all night and...
Person1: Jane, Jane, Jane, Jane, Jane...
Person2: It made me ill.  You could get fired for things like that.
Person1: I got promoted for things like that.
Person2: Working up tears for a new piece cutaway...You totally crossed the line between...
Person1: It's hard not to cross it; they keep moving the little sucker, don't they?
Person2: It just proves that the difference we have are...
Person1: This is a one-way argument.  We've got six days; if you go and we fight and we hate it -- we'll come home.  If you don't go?  Well, that's a much bigger deal.  I go to London right after that. So, it'd be very big deal if you stay here.  The plane's boarding.  You're good at deadline.  Here's your ticket.
Person2: It's amazing.  You commit this incredible breach of ethics and you act as if I'm nitpicking.  Try and get this.  When you edited that...
Person1: I'm leaving now.  Gate 43.",1,
"Person1: Listen to me. Your mother must never know. Never.
Person2: Okay.
Person1: Did you hide the letters?
Person2: Yes. They're in this antique doll house in my room.
Person1: I want you to make me copies of his letters and bring them to me.
Person2: Why?
Person1: Cecile if there's one thing I'm great at it's love letters. With my help, he'll be eating out of the palm of your hand. Perhaps we can arrange a little get together for the two of you at my house.
Person2: You'd do that for me?
Person1: Of course I would. We're friends, right?
Person2: Best friends.",1,persuasion or seduction
"Person1: Have you any idea what the message is?
Person2: If it's so important, why don't you just tell me?
Person1: I couldn't tell you that.  It would ruin the game.  Not that you're playing it very well.
Person2: You like to brag, don't you?",1,"rationalization,shaming or belittlement"
"Person1: I didn't get selected for the team again. I've been practicing so hard.
Person2: I saw how hard you worked, Kyle. Their decision doesn't reflect your effort.
Person1: Maybe I'm just not cut out for it. Nobody wants me anyway.
Person2: That's not true. Remember, rejection doesn't define your worth. It's just a part of the journey.
Person1: Thanks, Anna. It just feels like I'm always the one left behind.
Person2: You have your unique strengths. We'll find where they shine brightest.",0,
"Person1: I think it's important not to get depressed. Depression is a terrible thing. They say it can bring on illness.
Person2: Aunt Barbara. I'll try not to get depressed.",0,
"Person1: I've been thinking of starting my own business. I've done a lot of research and found a niche market.
Person2: Really? You think you can handle it on your own?
Person1: Yes, I believe I have the skills and the drive to make it work.
Person2: Liam, be realistic. You could never do that without me. You need my expertise and connections.
Person1: I appreciate your support in the past, but I want to try this on my own. It's important to me.
Person2: Well, when you realize you're in over your head, you know where to find me.",1,
"Person1: Peter, if you want me to run your little camping trip, there are two conditions.  First -- I'm in charge, and when I'm not around, Dieter is.  Your job is to sign the checks, tell us we're doing a good job, and open your case of scotch when we have a good day.  Second condition -- my fee.  You can keep it.  All I want in exchange for my services is the right to hunt one of the tyrannosaurs.  A male.  Buck only.  Why and how are my business. If you don't  like either of those conditions, you're on your own.  Go ahead and set up your camp right here, or in a swamp, or in the middle of a rex nest, for all I care.  But I've been on too many safaris with rich dentists to listen to any more suicidal ideas.  Okay?
Person2: Okay.
Person1: Good lad.",1,intimidation
"Person1: Why are you pulling away from me? I've noticed you've been spending more time with your friends than with me.
Person2: It's not like that, Laura. I just need some space sometimes.
Person1: I always put you first, unlike others. Why can't you see that?
Person2: It's not a competition. I appreciate everything you do for me, but it's important to have a balance.
Person1: I just wish you'd recognize the effort I make for us, that's all.",1,accusation
"Person1: For the love of God would you two give it a rest?  Lord almighty.  In all my years I have never seen anything so pathetic.  How far did you think you were going to get with this?  Neither one of you can wait to slit the others throat.  Now use what little smarts you got.  If I was going to bust you I wouldn't have waited until after you killed Jake.
Person2: What do you want?
Person1: Same thing you want.  I want to be out of Sierra; to be able to do as I please.  But that takes money.",0,
"Person1: What're you doing?
Person2: I'm looking for a phone...
Person1: No, I don't think you can do that.
Person2: Watch me.
Person1: No, I don't think you can do that, Stanley...
Person2: Watch me.
Person1: Stanley.  Stanley... you knew the... Stanley.  You knew the deal when you signed on.
Person2: Deal's changed.
Person1: No, the deal isn't changed.  The Deal isn't changed. You can't ... what is it?  Money?  Money?  You want Money?
Person2: Money?  You think I did this for money...?  I did this for Credit.  Credit, paalll...
Person1: But you always knew you couldn't take the credit....
Person2: That's one thing, but I'm not gonna let two dickheads from Filmschool take it... are you Nuts?  Are you Nuts?",0,
"Person1: Brian. What's wrong?
Person2: You told Swayzak about our arson lead. It's all over the news.
Person1: I didn't know it was a secret. There aren't supposed to be secrets between the city and its investigators --
Person2: -- Bullshit! You knew what I told you wasn't ready for the papers --
Person1: Will you please keep your voice down, there's people --
Person2: -- You could have scared the son of a bitch off. We may never bust him now. All for a couple's political points.
Person1: I was doing my job.
Person2: Yeah? And just how much of all this has been ""doing your job""?
Person1: Let me ask you something, do you really think Marty had you assigned to arson because of your firefighting skills? Who the hell are you kidding? I was there, remember? I saw you and your brother --
Person2: Leave Stephen out of this --
Person1: Oh yeah, he's the real fireman.  Who are you? Just another probie working for Swayzak --
Person2: -- I work for the city.
Person1: You knew what we were asking you to do. Don't suddenly pull out a conscience now. The fit isn't right.",1,"shaming or belittlement,accusation"
"Person1: I'm not fucking you. Not for all your CDS.
Person2: You want me to die? I thought you and I were tight.
Person1: ARE YOU THE KILLER BEN?
Person2: WOULD that impress you? IS that what it takes to impress the empress?
Person1: Your mind is just twisted enough. I believe you'd do all this just to get a dip or two.",1,playing victim role
"Person1: Sit down.
Person2: Where's Kuato?
Person1: On his way.
Person1: You heard the rumors about the Pyramid Mine?
Person2: Yeah.
Person1: Cohaagen found something weird inside, and it's got him scared shitless.
Person2: What, aliens?
Person1: You tell me.
Person2: I don't know.
Person1: Yes, you do.  That's why we brought you here.  --  Cohaagen's big secret is buried in that black hole you call a brain.  And Kuato's  gonna dig it out.
Person2: You're Kuato, right?
Person1: Wrong.  Kuato's a mutant.  So don't get upset when you see him.",1,accusation
"Person1: The Doctor's a respected man, a friend of the court --
Person2: I haven't been to see the Marquis for ages. And I won't -- ever again -- I swear it. I won't speak to him, I won't even utter his name --
Person1: Is that a promise you can truly keep?",0,
"Person1: You're crazy. Don't let him, Peter.
Person2: Shut up, Jude.",0,
"Person1: You sneaky little rat! You sold my painting! I'm gonna tell you something, brother  when you're climbing up the ladder of success, don't kick out the rungs! Believe that shit.
Person2: I'll make you another one.
Person1: Forget it.",1,"brandishing anger,accusation"
"Person1: The acceptance of a secret is an obligation and in this case my dear, the obligation carried with it the necessity of dying if one betrayed that secret. You understand that don't you?
Person2: Yes, I understand.
Person1: Then, you also understand that you must die.
Person2: No.",1,rationalization
"Person1: Excuse me?  Could I say something?
Person2: Of course.
Person1: It just occurred to me --
Person2: Speak up, please.
Person1: When I introduce you, if I say who you are, I don't think anyone will stay for dinner.
Person2: Then don't.",0,
"Person1: Tell us, Jeanne... why did you jump from the tower at Beaurevoir?
Person2: I had been sold to the English.  I'd rather die than fall into their hands.
Person1: Did your voice tell you to jump?
Person2: No...
Person1: So when you jumped, you wanted to kill yourself?
Person2: No...!
Person1: How can you deny it when you just said ""I'd rather die than fall into the hands of the English""...?
Person2: That's now what I meant...
Person1: Do you not know that suicide is a very grievous sin?  No one is allowed to destroy the life that God created!
Person2: I know, but that's not the way things happened...
Person1: You mean it was not of your own free will that you were on the ledge?
Person2: Yes, but...
Person1: And you didn't jump of your free will?
Person2: No!
Person1: Oh?  Perhaps someone pushed you then?",1,accusation
"Person1: Who is ""US?""
Person2: I won't allow Starfleet to be dismantled over some Klingon promises.
Person1: Starfleet will be around long enough for me to convene a Court Martial on this ship, Lieutenant. Win, lose or draw it will be on your record.",1,
"Person1: You know what really excites me about you?
Person2: What?
Person1: Every guy that I meet wants me for one thing my body.  You're not like that.
Person2: I'm not?
Person1: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.
Person2: But...
Person1: Please!    It's so wonderful to be appreciated for my mind!",1,
"Person1: We shouldn't be doing this -- it isn't proper!
Person2: I'm the Princess, aren't I?
Person1: Of course --
Person2: And do Princesses do improper things?
Person1: Of course not --
Person2: Then if I go to the worker bar, it isn't improper.  Anyway, don't worry. No one will recognize us in our disguises.",1,
"Person1: No, we never got busted. We were done with a shift one night, both a couple of Percocets down and I was telling Glenn about my boyfriend, about how we were thinking about doing it, you know? I was thinking about letting him be my first because I loved him.  What the hell was his name?
Person2: Glenn talked you out of it.
Person1: Sort of. I was telling him about this great love of my life who's name I don't remember, and I could see... He was getting pissed. I thought it was just because he was worried about me, but... He told me that I was stupid because my boyfriend didn't really love me.",1,
"Person1: Don't you think you're overreacting?
Person2: Yes. The famous James Bond. I've heard all about you, sir. You were under direct orders to act as an observer - and yet you had to go off, on your own, like some half-assed CIA cowboy -  Endangering the gold, attracting that lunatic woman, and then putting in a distress call for us to save your bloody hide.
Person1: ...That's all well and good, Captain, save for one thing: There's no gold down there.
Person2: What are you talking about? We went through all this and the ship isn't even down there?
Person1: Yes, the ship is down there. But the gold is gone.
Person2: That's absurd! It took two squads of forty men fifteen days to load that gold.
Person1: I know what I saw -",0,
"Person1: This is a hell of a time to buy a nightie.
Person2: Are you still following me?
Person1: Please, Jill ... I love you.
Person2: Go away.
Person1: There are plenty of other safe places. Why don't we go back to my flat?
Person2: Leave me alone!
Person1: You've got to trust me. It sounds silly but I know we were meant to meet.
Person2: You mean you were meant to hijack my truck, make me crash it, and have every security man in town looking for me?
Person1: I vas just trying to help. I decided to trust you. Maybe I was wrong. Whose side are you on really? Who are your friends? Who was the man who gave you the parcel? What's in it? It's the only thing you saved from the lorry .... It must he something very special.
Person2: I saved you from the lorry and you're not very special.
Person1: ........... It's a bomb isn't it?
Person2: Oh ... Jesus!",1,
